rec_index,hist_index,match_type,distance,depth_15,depth_22,growth,ai_conf
4287,2845.0,MATCHED,46847.68,14.0,15.0,1.0,0.9552000164985657
4291,1557.0,MATCHED,46898.55,10.0,13.0,3.0,0.9409999847412109
4292,3332.0,MATCHED,46898.98,10.0,14.0,4.0,0.9205999970436096
4293,1067.0,MATCHED,46900.84,10.0,11.0,1.0,0.9596999883651733
4294,,NEW,46901.56,,13.0,,0.0
4295,1555.0,MATCHED,46901.68,12.0,13.0,1.0,0.9332000017166138
4296,600.0,MATCHED,46902.16,10.0,14.0,4.0,0.9589999914169312
4297,2347.0,MATCHED,46903.0,14.0,16.0,2.0,0.9085000157356262
4298,1977.0,MATCHED,46903.26,16.0,23.0,7.0,0.8762999773025513
4299,,NEW,46903.5,,23.0,,0.0
4300,,NEW,46903.88,,17.0,,0.0
4301,,NEW,46904.4,,21.0,,0.0
4302,1705.0,MATCHED,46904.88,36.0,29.0,-7.0,0.9473000168800354
4303,,NEW,46905.37,,21.0,,0.0
4304,2321.0,MATCHED,46907.13,15.0,14.0,-1.0,0.8443999886512756
4305,2159.0,MATCHED,46909.3,11.0,14.0,3.0,0.9297000169754028
4306,2210.0,MATCHED,46912.33,21.0,23.0,2.0,0.838699996471405
4307,,NEW,46912.98,,14.0,,0.0
4308,1652.0,MATCHED,46913.51,23.0,24.0,1.0,0.9610000252723694
4309,1744.0,MATCHED,46913.66,45.0,36.0,-9.0,0.9013000130653381
4310,,NEW,46913.72,,15.0,,0.0
4311,,NEW,46913.91,,29.0,,0.0
4312,,NEW,46914.32,,23.0,,0.0
4316,909.0,MATCHED,46945.5,38.0,36.0,-2.0,0.8654000163078308
4318,1430.0,MATCHED,46979.75,10.0,11.0,1.0,0.890999972820282
4338,,NEW,47306.16,,13.0,,0.0
4339,,NEW,47307.36,,11.0,,0.0
4340,2128.0,MATCHED,47307.52,12.0,15.0,3.0,0.875
4341,2993.0,MATCHED,47308.22,10.0,11.0,1.0,0.9555000066757202
4342,3084.0,MATCHED,47308.54,12.0,14.0,2.0,0.8575999736785889
4343,,NEW,47308.68,,12.0,,0.0
4344,,NEW,47310.21,,15.0,,0.0
4345,3348.0,MATCHED,47312.55,11.0,13.0,2.0,0.9390000104904175
4346,2580.0,MATCHED,47313.27,16.0,17.0,1.0,0.8658000230789185
4347,,NEW,47314.0,,31.0,,0.0
4348,2603.0,MATCHED,47314.03,11.0,14.0,3.0,0.8899999856948853
4349,,NEW,47314.64,,29.0,,0.0
4350,2591.0,MATCHED,47316.06,17.0,19.0,2.0,0.9508000016212463
4351,,NEW,47316.42,,18.0,,0.0
4352,2422.0,MATCHED,47316.53,19.0,20.0,1.0,0.9835000038146973
4353,,NEW,47317.26,,16.0,,0.0
4354,2138.0,MATCHED,47318.82,11.0,11.0,0.0,0.821399986743927
4355,2594.0,MATCHED,47319.36,11.0,14.0,3.0,0.883899986743927
4365,404.0,MATCHED,47375.24,10.0,13.0,3.0,0.8907999992370605
4366,,NEW,47375.78,,18.0,,0.0
4367,,NEW,47376.01,,10.0,,0.0
4368,2791.0,MATCHED,47377.01,14.0,17.0,3.0,0.9517999887466431
4369,2227.0,MATCHED,47377.64,13.0,15.0,2.0,0.9607999920845032
4370,,NEW,47377.93,,14.0,,0.0
4371,2644.0,MATCHED,47378.07,12.0,11.0,-1.0,0.8871999979019165
4372,3627.0,MATCHED,47378.22,10.0,12.0,2.0,0.9376999735832214
4373,,NEW,47378.89,,15.0,,0.0
4374,2173.0,MATCHED,47380.04,10.0,11.0,1.0,0.8978000283241272
4375,,NEW,47380.23,,12.0,,0.0
4376,,NEW,47380.57,,25.0,,0.0
4377,1596.0,MATCHED,47380.78,12.0,14.0,2.0,0.8237000107765198
4378,1611.0,MATCHED,47381.27,10.0,13.0,3.0,0.8407999873161316
4380,2078.0,MATCHED,47418.05,10.0,11.0,1.0,0.9627000093460083
4381,,NEW,47418.31,,13.0,,0.0
4382,,NEW,47419.08,,15.0,,0.0
4383,,NEW,47419.29,,22.0,,0.0
4384,,NEW,47419.86,,16.0,,0.0
4385,,NEW,47419.93,,14.0,,0.0
4386,,NEW,47419.97,,19.0,,0.0
4388,,NEW,47420.94,,13.0,,0.0
4390,,NEW,47427.79,,17.0,,0.0
4391,,NEW,47428.22,,23.0,,0.0
4392,,NEW,47437.85,,33.0,,0.0
4393,,NEW,47438.09,,12.0,,0.0
4394,,NEW,47438.76,,18.0,,0.0
4395,,NEW,47438.97,,18.0,,0.0
4397,,NEW,47439.12,,19.0,,0.0
4398,1014.0,MATCHED,47445.85,16.0,20.0,4.0,0.8363000154495239
4400,,NEW,47448.93,,18.0,,0.0
4402,1820.0,MATCHED,47449.58,26.0,24.0,-2.0,0.8944000005722046
4403,2859.0,MATCHED,47449.61,19.0,20.0,1.0,0.97079998254776
4404,2758.0,MATCHED,47449.75,29.0,27.0,-2.0,0.9061999917030334
4405,2205.0,MATCHED,47449.8,11.0,10.0,-1.0,0.9430000185966492
4407,,NEW,47455.59,,10.0,,0.0
4409,3173.0,MATCHED,47475.42,14.0,17.0,3.0,0.9477999806404114
4410,624.0,MATCHED,47477.38,14.0,18.0,4.0,0.945900022983551
4411,1558.0,MATCHED,47478.28,18.0,23.0,5.0,0.8791999816894531
4413,,NEW,47480.42,,15.0,,0.0
4414,,NEW,47481.78,,33.0,,0.0
4418,,NEW,47508.86,,21.0,,0.0
4419,,NEW,47508.88,,30.0,,0.0
4420,,NEW,47509.06,,15.0,,0.0
4421,2470.0,MATCHED,47509.44,23.0,24.0,1.0,0.9843000173568726
4422,905.0,MATCHED,47510.18,18.0,19.0,1.0,0.866100013256073
4425,2605.0,MATCHED,47511.02,23.0,25.0,2.0,0.9764000177383423
4426,719.0,MATCHED,47511.07,22.0,23.0,1.0,0.9672999978065491
4427,,NEW,47511.13,,21.0,,0.0
4428,2980.0,MATCHED,47511.16,14.0,16.0,2.0,0.9574000239372253
4429,886.0,MATCHED,47511.24,17.0,18.0,1.0,0.9318000078201294
4431,978.0,MATCHED,47521.41,47.0,54.0,7.0,0.9901000261306763
4432,956.0,MATCHED,47521.91,19.0,22.0,3.0,0.9121000170707703
4434,1302.0,MATCHED,47526.77,17.0,19.0,2.0,0.9315999746322632
4438,,NEW,47589.63,,19.0,,0.0
4439,,NEW,47590.47,,15.0,,0.0
4441,3315.0,MATCHED,47591.31,18.0,18.0,0.0,0.9555000066757202
4442,,NEW,47591.38,,15.0,,0.0
4446,918.0,MATCHED,47732.34,11.0,13.0,2.0,0.9488999843597412
4447,,NEW,47732.42,,29.0,,0.0
4450,,NEW,47775.92,,12.0,,0.0
4451,,NEW,47778.11,,13.0,,0.0
4452,,NEW,47792.96,,12.0,,0.0
4453,,NEW,47794.0,,13.0,,0.0
4464,,NEW,47880.13,,17.0,,0.0
4465,2887.0,MATCHED,47881.58,17.0,18.0,1.0,0.8102999925613403
4466,,NEW,47888.98,,14.0,,0.0
4467,,NEW,47889.23,,20.0,,0.0
4468,,NEW,47889.43,,16.0,,0.0
4469,,NEW,47889.53,,15.0,,0.0
4471,,NEW,47890.72,,20.0,,0.0
4478,1935.0,MATCHED,48041.69,10.0,12.0,2.0,0.8355000019073486
4479,3118.0,MATCHED,48042.53,12.0,13.0,1.0,0.9419999718666077
4482,,NEW,48068.96,,10.0,,0.0
4492,2042.0,MATCHED,48295.79,10.0,11.0,1.0,0.925599992275238
4493,,NEW,48305.16,,11.0,,0.0
4495,,NEW,48311.82,,11.0,,0.0
4496,,NEW,48320.81,,11.0,,0.0
4510,,NEW,48612.79,,11.0,,0.0
4511,,NEW,48624.09,,15.0,,0.0
4512,,NEW,48638.58,,15.0,,0.0
4518,,NEW,48713.35,,12.0,,0.0
4519,,NEW,48716.14,,12.0,,0.0
4520,,NEW,48718.87,,24.0,,0.0
4521,1602.0,MATCHED,48719.05,18.0,19.0,1.0,0.8514999747276306
4522,,NEW,48719.24,,13.0,,0.0
4523,3160.0,MATCHED,48719.35,20.0,21.0,1.0,0.9589999914169312
4530,3112.0,MATCHED,48774.26,13.0,13.0,0.0,0.9351999759674072
4531,,NEW,48777.39,,13.0,,0.0
4535,,NEW,48803.37,,12.0,,0.0
4537,,NEW,48806.89,,12.0,,0.0
4540,,NEW,48869.77,,12.0,,0.0
4543,,NEW,48938.72,,12.0,,0.0
4544,1517.0,MATCHED,48939.74,12.0,12.0,0.0,0.8327999711036682
4545,,NEW,48962.14,,15.0,,0.0
4561,2578.0,MATCHED,49305.46,12.0,15.0,3.0,0.9024999737739563
4562,1725.0,MATCHED,49307.25,12.0,13.0,1.0,0.9010000228881836
4563,,NEW,49311.86,,12.0,,0.0
4564,548.0,MATCHED,49313.36,10.0,12.0,2.0,0.8998000025749207
4565,,NEW,49314.12,,13.0,,0.0
4566,3031.0,MATCHED,49316.22,12.0,13.0,1.0,0.9505000114440918
4568,,NEW,49330.46,,10.0,,0.0
4569,,NEW,49335.45,,11.0,,0.0
4570,1647.0,MATCHED,49337.35,11.0,12.0,1.0,0.9430999755859375
4600,2975.0,MATCHED,49962.98,19.0,21.0,2.0,0.9420999884605408
4605,,NEW,50041.67,,15.0,,0.0
4608,3619.0,MATCHED,50112.69,10.0,11.0,1.0,0.9035999774932861
4609,1684.0,MATCHED,50114.71,11.0,14.0,3.0,0.9391999840736389
4610,2288.0,MATCHED,50120.62,11.0,14.0,3.0,0.9315000176429749
4617,2967.0,MATCHED,50282.52,19.0,22.0,3.0,0.8967999815940857
4621,,NEW,50336.59,,19.0,,0.0
4622,,NEW,50361.81,,16.0,,0.0
4623,,NEW,50361.92,,16.0,,0.0
4624,2609.0,MATCHED,50361.95,15.0,16.0,1.0,0.9853000044822693
4626,,NEW,50362.0,,24.0,,0.0
4625,,NEW,50362.0,,19.0,,0.0
4627,3337.0,MATCHED,50362.57,15.0,14.0,-1.0,0.9236000180244446
4628,3128.0,MATCHED,50363.12,16.0,17.0,1.0,0.9643999934196472
4629,2251.0,MATCHED,50363.31,17.0,19.0,2.0,0.9293000102043152
4633,,NEW,50374.65,,22.0,,0.0
4634,,NEW,50374.69,,14.0,,0.0
4635,3328.0,MATCHED,50376.62,11.0,13.0,2.0,0.9282000064849854
4636,,NEW,50377.09,,12.0,,0.0
4637,,NEW,50377.82,,11.0,,0.0
4638,,NEW,50378.51,,17.0,,0.0
4639,2146.0,MATCHED,50378.58,14.0,14.0,0.0,0.9099000096321106
4640,3113.0,MATCHED,50378.94,12.0,14.0,2.0,0.9248999953269958
4641,,NEW,50379.56,,10.0,,0.0
4642,,NEW,50380.28,,13.0,,0.0
4643,,NEW,50380.6,,21.0,,0.0
4644,,NEW,50381.95,,17.0,,0.0
4645,,NEW,50383.02,,19.0,,0.0
4646,,NEW,50383.32,,14.0,,0.0
4647,2006.0,MATCHED,50383.92,14.0,17.0,3.0,0.9228000044822693
4648,586.0,MATCHED,50384.05,30.0,31.0,1.0,0.9661999940872192
4649,,NEW,50384.28,,11.0,,0.0
4650,,NEW,50384.41,,16.0,,0.0
4651,2270.0,MATCHED,50384.83,20.0,21.0,1.0,0.921500027179718
4652,,NEW,50384.9,,17.0,,0.0
4653,,NEW,50385.27,,19.0,,0.0
4654,,NEW,50385.35,,22.0,,0.0
4655,2119.0,MATCHED,50385.65,26.0,27.0,1.0,0.9496999979019165
4656,,NEW,50386.41,,27.0,,0.0
4657,1040.0,MATCHED,50386.76,22.0,23.0,1.0,0.9031999707221985
4658,2062.0,MATCHED,50387.14,18.0,20.0,2.0,0.805899977684021
4659,2225.0,MATCHED,50387.23,16.0,18.0,2.0,0.8180999755859375
4660,,NEW,50387.34,,19.0,,0.0
4661,545.0,MATCHED,50387.66,19.0,21.0,2.0,0.930899977684021
4662,,NEW,50387.74,,60.0,,0.0
4663,3176.0,MATCHED,50388.0,53.0,48.0,-5.0,0.9340000152587891
4664,2665.0,MATCHED,50388.08,23.0,22.0,-1.0,0.8748000264167786
4666,2716.0,MATCHED,50388.92,23.0,23.0,0.0,0.9745000004768372
4665,3020.0,MATCHED,50388.92,21.0,24.0,3.0,0.8925999999046326
4668,,NEW,50389.29,,24.0,,0.0
4669,3095.0,MATCHED,50389.52,14.0,16.0,2.0,0.9179999828338623
4670,3073.0,MATCHED,50389.86,43.0,41.0,-2.0,0.9959999918937683
4671,,NEW,50389.98,,19.0,,0.0
4673,,NEW,50390.93,,26.0,,0.0
4672,,NEW,50390.93,,13.0,,0.0
4678,,NEW,50399.14,,23.0,,0.0
4699,1624.0,MATCHED,50671.5,12.0,14.0,2.0,0.8967000246047974
4716,,NEW,50869.53,,12.0,,0.0
4743,,NEW,51386.55,,27.0,,0.0
4744,,NEW,51387.16,,14.0,,0.0
4745,3209.0,MATCHED,51387.4,19.0,20.0,1.0,0.8658999800682068
4755,2949.0,MATCHED,51451.92,10.0,12.0,2.0,0.8899000287055969
4756,352.0,MATCHED,51452.27,13.0,16.0,3.0,0.8549000024795532
4757,2659.0,MATCHED,51452.28,11.0,11.0,0.0,0.9682000279426575
4758,2730.0,MATCHED,51456.02,13.0,16.0,3.0,0.8772000074386597
4759,3048.0,MATCHED,51456.88,11.0,13.0,2.0,0.9212999939918518
4760,3185.0,MATCHED,51457.77,12.0,15.0,3.0,0.9082000255584717
4761,,NEW,51457.89,,12.0,,0.0
4762,2097.0,MATCHED,51458.39,11.0,13.0,2.0,0.8815000057220459
4763,,NEW,51458.66,,12.0,,0.0
4764,2569.0,MATCHED,51459.45,16.0,18.0,2.0,0.9144999980926514
4772,,NEW,51598.46,,13.0,,0.0
4773,,NEW,51601.49,,12.0,,0.0
4777,599.0,MATCHED,51650.66,26.0,28.0,2.0,0.9751999974250793
4783,2868.0,MATCHED,51757.7,53.0,44.0,-9.0,0.9337999820709229
4784,2102.0,MATCHED,51760.4,18.0,21.0,3.0,0.8011000156402588
4785,,NEW,51760.81,,15.0,,0.0
4788,,NEW,51796.41,,18.0,,0.0
4789,,NEW,51796.43,,15.0,,0.0
4794,2712.0,MATCHED,51809.25,31.0,32.0,1.0,0.9498000144958496
4807,,NEW,51981.23,,12.0,,0.0
4808,2756.0,MATCHED,51993.94,11.0,11.0,0.0,0.9495000243186951
4811,,NEW,52047.59,,14.0,,0.0
4812,,NEW,52052.18,,17.0,,0.0
4819,,NEW,52103.6,,12.0,,0.0
4820,2194.0,MATCHED,52109.28,10.0,11.0,1.0,0.9217000007629395
4821,3618.0,MATCHED,52110.07,10.0,11.0,1.0,0.929099977016449
4822,,NEW,52119.46,,12.0,,0.0
4827,2924.0,MATCHED,52225.26,13.0,17.0,4.0,0.8416000008583069
4828,2613.0,MATCHED,52228.05,11.0,13.0,2.0,0.8070999979972839
4829,,NEW,52229.65,,18.0,,0.0
4830,,NEW,52231.46,,14.0,,0.0
4832,2248.0,MATCHED,52291.44,18.0,19.0,1.0,0.8999000191688538
4835,,NEW,52371.38,,12.0,,0.0
4836,1628.0,MATCHED,52372.34,11.0,12.0,1.0,0.8219000101089478
4838,,NEW,52372.91,,21.0,,0.0
4839,1670.0,MATCHED,52373.1,18.0,20.0,2.0,0.8158000111579895
4840,,NEW,52373.17,,13.0,,0.0
4841,,NEW,52410.37,,13.0,,0.0
4842,,NEW,52410.5,,15.0,,0.0
4845,,NEW,52448.5,,11.0,,0.0
4847,3096.0,MATCHED,52453.69,14.0,17.0,3.0,0.8862000107765198
4848,1601.0,MATCHED,52453.78,18.0,20.0,2.0,0.8314999938011169
4851,1489.0,MATCHED,52537.81,12.0,11.0,-1.0,0.9373999834060669
4852,,NEW,52543.17,,12.0,,0.0
4872,,NEW,52936.36,,12.0,,0.0
4873,,NEW,52938.72,,10.0,,0.0
4874,,NEW,52939.5,,13.0,,0.0
4875,,NEW,52942.47,,10.0,,0.0
4876,,NEW,52958.99,,12.0,,0.0
4887,,NEW,53194.61,,26.0,,0.0
4888,1201.0,MATCHED,53195.38,23.0,22.0,-1.0,0.9757000207901001
4889,,NEW,53206.92,,11.0,,0.0
4890,2190.0,MATCHED,53210.49,10.0,12.0,2.0,0.8605999946594238
4903,,NEW,53314.38,,18.0,,0.0
4904,2969.0,MATCHED,53314.67,14.0,16.0,2.0,0.8093000054359436
4906,2831.0,MATCHED,53354.91,18.0,20.0,2.0,0.8307999968528748
4907,3117.0,MATCHED,53355.7,17.0,18.0,1.0,0.9916999936103821
4908,1825.0,MATCHED,53356.78,19.0,17.0,-2.0,0.9660000205039978
4911,,NEW,53394.65,,13.0,,0.0
4912,,NEW,53394.74,,23.0,,0.0
4913,,NEW,53394.87,,15.0,,0.0
4914,,NEW,53395.6,,24.0,,0.0
4918,569.0,MATCHED,53475.39,27.0,25.0,-2.0,0.9257000088691711
4969,654.0,MATCHED,54431.45,11.0,17.0,6.0,0.8241999745368958
4970,,NEW,54431.94,,11.0,,0.0
4971,,NEW,54433.53,,10.0,,0.0
4972,,NEW,54434.56,,21.0,,0.0
4974,,NEW,54455.03,,14.0,,0.0
4983,1937.0,MATCHED,54565.54,19.0,22.0,3.0,0.8172000050544739
4984,666.0,MATCHED,54565.6,21.0,22.0,1.0,0.9782000184059143
4988,721.0,MATCHED,54597.65,22.0,22.0,0.0,0.8252999782562256
4989,2106.0,MATCHED,54597.69,25.0,25.0,0.0,0.9517999887466431
5008,,NEW,54915.1,,11.0,,0.0
5036,,NEW,55586.94,,21.0,,0.0
5037,,NEW,55624.41,,13.0,,0.0
5057,,NEW,56037.2,,16.0,,0.0
5060,,NEW,56103.24,,13.0,,0.0
5061,,NEW,56105.03,,16.0,,0.0
5062,,NEW,56106.09,,12.0,,0.0
5063,,NEW,56107.34,,20.0,,0.0
5064,,NEW,56108.39,,13.0,,0.0
5065,,NEW,56110.11,,26.0,,0.0
5066,,NEW,56116.76,,11.0,,0.0
5073,,NEW,56276.84,,16.0,,0.0
5074,,NEW,56278.84,,16.0,,0.0
5075,,NEW,56279.71,,16.0,,0.0
5076,,NEW,56281.92,,14.0,,0.0
5077,,NEW,56283.42,,17.0,,0.0
5078,,NEW,56286.08,,15.0,,0.0
5079,,NEW,56287.64,,13.0,,0.0
5080,,NEW,56290.69,,12.0,,0.0
5081,,NEW,56292.6,,16.0,,0.0
5082,,NEW,56294.25,,10.0,,0.0
5094,,NEW,56537.53,,17.0,,0.0
5101,1010.0,MATCHED,56608.87,13.0,15.0,2.0,0.9214000105857849
5108,3480.0,MATCHED,56734.35,13.0,14.0,1.0,0.8755000233650208
5114,,NEW,56840.8,,13.0,,0.0
5115,,NEW,56841.05,,18.0,,0.0
5116,,NEW,56841.72,,15.0,,0.0
5117,,NEW,56842.42,,18.0,,0.0
5118,,NEW,56842.62,,24.0,,0.0
5119,,NEW,56842.62,,14.0,,0.0
5121,2337.0,MATCHED,56845.53,31.0,28.0,-3.0,0.8784999847412109
5122,,NEW,56846.13,,24.0,,0.0
5129,1197.0,MATCHED,56937.71,12.0,18.0,6.0,0.8331000208854675
5130,,NEW,56938.07,,22.0,,0.0
5131,2852.0,MATCHED,56938.36,15.0,18.0,3.0,0.8414999842643738
5133,723.0,MATCHED,56939.51,13.0,16.0,3.0,0.873199999332428
5136,1524.0,MATCHED,56979.46,26.0,28.0,2.0,0.9684000015258789
5137,,NEW,56979.84,,25.0,,0.0
5138,,NEW,56986.4,,17.0,,0.0
5139,,NEW,56987.56,,21.0,,0.0
5140,2995.0,MATCHED,56988.66,15.0,17.0,2.0,0.9496999979019165
5141,,NEW,56993.17,,13.0,,0.0
5142,,NEW,56995.58,,16.0,,0.0
5143,,NEW,56995.92,,13.0,,0.0
5144,3438.0,MATCHED,56996.32,10.0,12.0,2.0,0.8284000158309937
5145,,NEW,56996.95,,18.0,,0.0
5146,,NEW,56997.94,,15.0,,0.0
5147,,NEW,56998.67,,18.0,,0.0
5148,,NEW,57000.03,,19.0,,0.0
5149,,NEW,57001.49,,14.0,,0.0
5150,879.0,MATCHED,57002.72,11.0,13.0,2.0,0.816100001335144
5151,351.0,MATCHED,57003.21,13.0,14.0,1.0,0.9599000215530396
5152,2864.0,MATCHED,57003.97,10.0,11.0,1.0,0.9089000225067139
5153,,NEW,57007.41,,20.0,,0.0
5154,1642.0,MATCHED,57008.19,19.0,20.0,1.0,0.9681000113487244
5155,1668.0,MATCHED,57014.35,15.0,16.0,1.0,0.8580999970436096
5156,,NEW,57017.88,,12.0,,0.0
5158,2330.0,MATCHED,57019.68,17.0,21.0,4.0,0.8235999941825867
5159,3142.0,MATCHED,57019.88,13.0,16.0,3.0,0.9404000043869019
5160,,NEW,57022.73,,21.0,,0.0
5161,,NEW,57023.51,,17.0,,0.0
5162,2763.0,MATCHED,57024.31,14.0,15.0,1.0,0.8047999739646912
5163,2657.0,MATCHED,57024.76,15.0,16.0,1.0,0.8047000169754028
5164,1065.0,MATCHED,57024.88,31.0,31.0,0.0,0.9769999980926514
5165,,NEW,57025.34,,20.0,,0.0
5166,,NEW,57026.03,,24.0,,0.0
5167,,NEW,57027.17,,24.0,,0.0
5168,,NEW,57028.78,,19.0,,0.0
5169,2255.0,MATCHED,57030.09,18.0,20.0,2.0,0.9294999837875366
5170,2289.0,MATCHED,57030.72,16.0,20.0,4.0,0.8632000088691711
5171,660.0,MATCHED,57031.3,21.0,25.0,4.0,0.9045000076293945
5172,700.0,MATCHED,57031.7,35.0,35.0,0.0,0.8618999719619751
5173,1357.0,MATCHED,57031.85,23.0,23.0,0.0,0.9182000160217285
5174,2365.0,MATCHED,57032.76,31.0,27.0,-4.0,0.8560000061988831
5175,2181.0,MATCHED,57033.53,30.0,28.0,-2.0,0.8891000151634216
5176,,NEW,57035.46,,28.0,,0.0
5178,,NEW,57042.02,,26.0,,0.0
5179,,NEW,57042.8,,23.0,,0.0
5180,3013.0,MATCHED,57044.93,15.0,18.0,3.0,0.8131999969482422
5181,,NEW,57045.46,,19.0,,0.0
5182,592.0,MATCHED,57046.26,15.0,17.0,2.0,0.8952000141143799
5183,2262.0,MATCHED,57049.39,13.0,15.0,2.0,0.8066999912261963
5184,,NEW,57049.9,,13.0,,0.0
5185,2338.0,MATCHED,57049.95,15.0,19.0,4.0,0.8001999855041504
5186,3612.0,MATCHED,57050.33,13.0,17.0,4.0,0.8090000152587891
5187,,NEW,57050.63,,14.0,,0.0
5188,,NEW,57050.99,,23.0,,0.0
5189,,NEW,57051.11,,19.0,,0.0
5190,2681.0,MATCHED,57052.36,19.0,21.0,2.0,0.8112999796867371
5191,,NEW,57052.87,,15.0,,0.0
5192,,NEW,57052.96,,12.0,,0.0
5193,2143.0,MATCHED,57054.39,15.0,16.0,1.0,0.9179999828338623
5194,3017.0,MATCHED,57054.99,12.0,14.0,2.0,0.8758000135421753
5196,,NEW,57074.01,,13.0,,0.0
5201,1448.0,MATCHED,57103.44,15.0,18.0,3.0,0.8238999843597412
5220,1420.0,MATCHED,57402.35,10.0,14.0,4.0,0.906000018119812
